LahmanID,Year,Team,Lg,Playoff,W,L,SV,G,GS,CG,SH,IP,H,ER,BB,SO,ERA
ferrito01,1950,NYY,AL,WS,1,0,0,1,0,0,0,1,1,0,1,0,0
fordwh01,1950,NYY,AL,WS,1,0,0,1,1,0,0,8.7,7,0,1,7,0
lopated01,1950,NYY,AL,WS,0,0,0,1,1,0,0,8,9,2,0,5,2.25
raschvi01,1950,NYY,AL,WS,1,0,0,1,1,1,1,9,2,0,1,5,0
reynoal01,1950,NYY,AL,WS,1,0,1,2,1,1,0,10.3,7,1,4,7,0.87
heintke01,1950,PHI,NL,WS,0,0,0,1,1,0,0,7.7,4,1,6,3,1.17
konstji01,1950,PHI,NL,WS,0,1,0,3,1,0,0,15,9,4,4,3,2.4
meyerru01,1950,PHI,NL,WS,0,1,0,2,0,0,0,1.7,4,1,0,1,5.29
millebo02,1950,PHI,NL,WS,0,1,0,1,1,0,0,0.3,2,1,0,0,30
roberro01,1950,PHI,NL,WS,0,1,0,2,1,1,0,11,11,2,3,5,1.64
corwial01,1951,NYG,NL,WS,0,0,0,1,0,0,0,1.7,1,0,0,1,0
hearnji01,1951,NYG,NL,WS,1,0,0,2,1,0,0,8.7,5,1,8,1,1.03
jansela01,1951,NYG,NL,WS,0,2,0,3,2,0,0,10,8,7,4,6,6.3
jonessh01,1951,NYG,NL,WS,0,0,1,2,0,0,0,4.3,5,1,1,2,2.09
kennemo01,1951,NYG,NL,WS,0,0,0,2,0,0,0,3,3,2,1,4,6
konikal01,1951,NYG,NL,WS,0,0,0,1,0,0,0,1,1,0,0,0,0
kosloda01,1951,NYG,NL,WS,1,1,0,2,2,1,0,15,12,5,7,6,3
maglisa01,1951,NYG,NL,WS,0,1,0,1,1,0,0,5,8,4,2,3,7.2
spencge01,1951,NYG,NL,WS,0,0,0,2,0,0,0,3.3,6,7,3,0,19.09
hoguebo01,1951,NYY,AL,WS,0,0,0,2,0,0,0,2.7,1,0,0,0,0
kuzavbo01,1951,NYY,AL,WS,0,0,1,1,0,0,0,1,0,0,0,0,0
lopated01,1951,NYY,AL,WS,2,0,0,2,2,2,0,18,10,1,3,4,0.5
morgato01,1951,NYY,AL,WS,0,0,0,1,0,0,0,2,2,0,1,3,0
ostrojo02,1951,NYY,AL,WS,0,0,0,1,0,0,0,2,1,0,0,1,0
raschvi01,1951,NYY,AL,WS,1,1,0,2,2,0,0,10.3,12,1,8,4,0.87
reynoal01,1951,NYY,AL,WS,1,1,0,2,2,1,0,15,16,7,11,8,4.2
sainjo01,1951,NYY,AL,WS,0,0,0,1,0,0,0,2,4,2,2,2,9
blackjo02,1952,BRO,NL,WS,1,2,0,3,3,1,0,21.3,15,6,8,9,2.54
erskica01,1952,BRO,NL,WS,1,1,0,3,2,1,0,18,12,9,10,10,4.5
lehmake01,1952,BRO,NL,WS,0,0,0,1,0,0,0,2,2,0,1,0,0
loesbi01,1952,BRO,NL,WS,0,1,0,2,1,0,0,10.3,11,5,5,5,4.37
roepr01,1952,BRO,NL,WS,1,0,0,3,1,1,0,11.3,9,4,6,7,3.19
ruthejo01,1952,BRO,NL,WS,0,0,0,1,0,0,0,1,1,1,1,1,9
blackew01,1952,NYY,AL,WS,0,0,0,1,1,0,0,5,4,4,3,4,7.2
gormato02,1952,NYY,AL,WS,0,0,0,1,0,0,0,0.7,1,0,0,0,0
kuzavbo01,1952,NYY,AL,WS,0,0,1,1,0,0,0,2.7,0,0,0,2,0
lopated01,1952,NYY,AL,WS,0,1,0,2,2,0,0,11.3,14,6,4,3,4.78
raschvi01,1952,NYY,AL,WS,2,0,0,3,2,1,0,17,12,3,8,18,1.59
reynoal01,1952,NYY,AL,WS,2,1,1,4,2,1,1,20.3,12,4,6,18,1.77
sainjo01,1952,NYY,AL,WS,0,1,0,1,0,0,0,6,6,2,3,3,3
scarbra01,1952,NYY,AL,WS,0,0,0,1,0,0,0,1,1,1,0,1,9
blackjo02,1953,BRO,NL,WS,0,0,0,1,0,0,0,1,1,1,0,2,9
erskica01,1953,BRO,NL,WS,1,0,0,3,3,1,0,14,14,9,9,16,5.79
hugheji02,1953,BRO,NL,WS,0,0,0,1,0,0,0,4,3,1,1,3,2.25
labincl01,1953,BRO,NL,WS,0,2,1,3,0,0,0,5,10,2,1,3,3.6
loesbi01,1953,BRO,NL,WS,1,0,0,1,1,0,0,8,8,3,2,8,3.38
meyerru01,1953,BRO,NL,WS,0,0,0,1,0,0,0,4.3,8,3,4,5,6.28
millibo01,1953,BRO,NL,WS,0,0,0,1,0,0,0,2,2,0,1,0,0
podrejo01,1953,BRO,NL,WS,0,1,0,1,1,0,0,2.7,1,1,2,0,3.33
roepr01,1953,BRO,NL,WS,0,1,0,1,1,1,0,8,5,4,4,4,4.5
wadebe01,1953,BRO,NL,WS,0,0,0,2,0,0,0,2.3,4,4,1,2,15.65
fordwh01,1953,NYY,AL,WS,0,1,0,2,2,0,0,8,9,4,2,7,4.5
gormato02,1953,NYY,AL,WS,0,0,0,1,0,0,0,3,4,1,0,1,3
kuzavbo01,1953,NYY,AL,WS,0,0,0,1,0,0,0,0.7,2,1,0,1,12.86
lopated01,1953,NYY,AL,WS,1,0,0,1,1,1,0,9,9,2,4,3,2
mcdonji04,1953,NYY,AL,WS,1,0,0,1,1,0,0,7.7,12,5,0,3,5.84
raschvi01,1953,NYY,AL,WS,0,1,0,1,1,1,0,8,9,3,3,4,3.38
reynoal01,1953,NYY,AL,WS,1,0,1,3,1,0,0,8,9,6,4,9,6.75
sainjo01,1953,NYY,AL,WS,1,0,0,2,0,0,0,5.7,8,3,1,1,4.74
schalar01,1953,NYY,AL,WS,0,0,0,1,0,0,0,2,2,1,1,1,4.5
garcimi01,1954,CLE,AL,WS,0,1,0,2,1,0,0,5,6,3,4,4,5.4
houttar01,1954,CLE,AL,WS,0,0,0,1,0,0,0,2,2,1,1,1,4.5
lemonbo01,1954,CLE,AL,WS,0,2,0,2,2,1,0,13.3,16,10,8,11,6.77
mossido01,1954,CLE,AL,WS,0,0,0,3,0,0,0,4,3,0,0,1,0
narlera01,1954,CLE,AL,WS,0,0,0,2,0,0,0,4,1,1,1,2,2.25
newhoha01,1954,CLE,AL,WS,0,0,0,1,0,0,0,0,1,1,1,0,
wynnea01,1954,CLE,AL,WS,0,1,0,1,1,0,0,7,4,3,2,5,3.86
antonjo02,1954,NYG,NL,WS,1,0,1,2,1,1,0,10.7,8,1,7,12,0.84
gomezru01,1954,NYG,NL,WS,1,0,0,1,1,0,0,7.3,4,2,3,2,2.47
grissma01,1954,NYG,NL,WS,1,0,0,1,0,0,0,2.7,1,0,3,2,0
liddldo01,1954,NYG,NL,WS,1,0,0,2,1,0,0,7,5,1,1,2,1.29
maglisa01,1954,NYG,NL,WS,0,0,0,1,1,0,0,7,7,2,2,2,2.57
wilheho01,1954,NYG,NL,WS,0,0,1,2,0,0,0,2.3,1,0,0,3,0
bessedo01,1955,BRO,NL,WS,0,0,0,3,0,0,0,3.3,3,0,1,1,0
craigro01,1955,BRO,NL,WS,1,0,0,1,1,0,0,6,4,2,5,4,3
erskica01,1955,BRO,NL,WS,0,0,0,1,1,0,0,3,3,3,2,3,9
labincl01,1955,BRO,NL,WS,1,0,1,4,0,0,0,9.3,6,3,2,2,2.9
loesbi01,1955,BRO,NL,WS,0,1,0,1,1,0,0,3.7,7,4,1,5,9.73
meyerru01,1955,BRO,NL,WS,0,0,0,1,0,0,0,5.7,4,0,2,4,0
newcodo01,1955,BRO,NL,WS,0,1,0,1,1,0,0,5.7,8,6,2,4,9.47
podrejo01,1955,BRO,NL,WS,2,0,0,2,2,2,1,18,15,2,4,10,1
roebued01,1955,BRO,NL,WS,0,0,0,1,0,0,0,2,1,0,0,0,0
spoonka01,1955,BRO,NL,WS,0,1,0,2,1,0,0,3.3,4,5,3,6,13.64
byrneto01,1955,NYY,AL,WS,1,1,0,2,2,1,0,14.3,8,3,8,8,1.89
colemri01,1955,NYY,AL,WS,0,0,0,1,0,0,0,1,5,1,0,1,9
fordwh01,1955,NYY,AL,WS,2,0,0,2,2,1,0,17,13,4,8,10,2.12
grimbo01,1955,NYY,AL,WS,0,1,1,3,1,0,0,8.7,8,4,5,8,4.14
kucksjo01,1955,NYY,AL,WS,0,0,0,2,0,0,0,3,4,2,1,1,6
larsedo01,1955,NYY,AL,WS,0,1,0,1,1,0,0,4,5,5,2,2,11.25
morgato01,1955,NYY,AL,WS,0,0,0,2,0,0,0,3.7,3,2,3,1,4.86
sturdto01,1955,NYY,AL,WS,0,0,0,2,0,0,0,3,5,2,2,0,6
turlebo01,1955,NYY,AL,WS,0,1,0,3,1,0,0,5.3,7,5,4,7,8.49
bessedo01,1956,BRO,NL,WS,1,0,0,2,0,0,0,10,8,2,3,5,1.8
craigro01,1956,BRO,NL,WS,0,1,0,2,1,0,0,6,10,8,3,4,12
drysddo01,1956,BRO,NL,WS,0,0,0,1,0,0,0,2,2,2,1,1,9
erskica01,1956,BRO,NL,WS,0,1,0,2,1,0,0,5,4,3,2,2,5.4
labincl01,1956,BRO,NL,WS,1,0,0,2,1,1,1,12,8,0,3,7,0
maglisa01,1956,BRO,NL,WS,1,1,0,2,2,2,0,17,14,5,6,15,2.65
newcodo01,1956,BRO,NL,WS,0,1,0,2,2,0,0,4.7,11,11,3,4,21.06
roebued01,1956,BRO,NL,WS,0,0,0,3,0,0,0,4.3,1,1,0,5,2.09
byrneto01,1956,NYY,AL,WS,0,0,0,1,0,0,0,0.3,1,0,0,1,0
fordwh01,1956,NYY,AL,WS,1,1,0,2,2,1,0,12,14,7,2,8,5.25
kucksjo01,1956,NYY,AL,WS,1,0,0,3,1,1,1,11,6,1,3,2,0.82
larsedo01,1956,NYY,AL,WS,1,0,0,2,2,1,1,10.7,1,0,4,7,0
mcdermi03,1956,NYY,AL,WS,0,0,0,1,1,0,0,3,2,1,3,3,3
morgato01,1956,NYY,AL,WS,0,1,0,2,0,0,0,4,6,4,4,3,9
sturdto01,1956,NYY,AL,WS,1,0,0,2,0,1,0,9.7,8,3,8,9,2.78
turlebo01,1956,NYY,AL,WS,0,1,0,3,1,1,0,11,4,1,8,14,0.82
buhlbo01,1957,MLN,NL,WS,0,1,0,2,2,0,0,3.3,6,4,6,4,10.91
burdele01,1957,MLN,NL,WS,3,0,0,3,3,3,2,27,21,2,4,13,0.67
conlege01,1957,MLN,NL,WS,0,0,0,1,0,0,0,1.7,2,2,1,0,10.59
johnser02,1957,MLN,NL,WS,0,1,0,3,0,0,0,7,2,1,1,8,1.29
mcmahdo02,1957,MLN,NL,WS,0,0,0,3,0,0,0,5,3,0,3,5,0
pizarju01,1957,MLN,NL,WS,0,0,0,1,0,0,0,1.7,3,2,2,1,10.59
spahnwa01,1957,MLN,NL,WS,1,1,0,2,2,1,0,15.3,18,8,2,2,4.71
trowbbo01,1957,MLN,NL,WS,0,0,0,1,0,0,0,1,2,5,3,1,45
byrneto01,1957,NYY,AL,WS,0,0,0,2,0,0,0,3.3,1,2,2,1,5.45
ditmaar01,1957,NYY,AL,WS,0,0,0,2,0,0,0,6,2,0,0,2,0
fordwh01,1957,NYY,AL,WS,1,1,0,2,2,1,0,16,11,2,5,7,1.13
grimbo01,1957,NYY,AL,WS,0,1,0,2,0,0,0,2.3,3,2,0,2,7.83
kucksjo01,1957,NYY,AL,WS,0,0,0,1,0,0,0,0.7,1,0,1,1,0
larsedo01,1957,NYY,AL,WS,1,1,0,2,1,0,0,9.7,8,4,5,6,3.71
shantbo01,1957,NYY,AL,WS,0,1,0,3,1,0,0,6.7,8,3,2,7,4.03
sturdto01,1957,NYY,AL,WS,0,0,0,2,1,0,0,6,6,4,1,2,6
turlebo01,1957,NYY,AL,WS,1,0,0,3,2,1,0,11.7,7,3,6,12,2.31
burdele01,1958,MLN,NL,WS,1,2,0,3,3,1,0,22.3,22,14,4,12,5.65
mcmahdo02,1958,MLN,NL,WS,0,0,0,3,0,0,0,3.3,3,2,3,5,5.45
pizarju01,1958,MLN,NL,WS,0,0,0,1,0,0,0,1.7,2,1,1,3,5.29
rushbo01,1958,MLN,NL,WS,0,1,0,1,1,0,0,6,3,2,5,2,3
spahnwa01,1958,MLN,NL,WS,2,1,0,3,3,2,1,28.7,19,7,8,18,2.2
willeca01,1958,MLN,NL,WS,0,0,0,1,0,0,0,1,0,0,0,2,0
dicksmu01,1958,NYY,AL,WS,0,0,0,2,0,0,0,4,4,2,0,1,4.5
ditmaar01,1958,NYY,AL,WS,0,0,0,1,0,0,0,3.7,2,0,0,2,0
durenry01,1958,NYY,AL,WS,1,1,1,3,0,0,0,9.3,7,2,6,14,1.94
fordwh01,1958,NYY,AL,WS,0,1,0,3,3,0,0,15.3,19,7,5,16,4.12
kucksjo01,1958,NYY,AL,WS,0,0,0,2,0,0,0,4.3,4,1,1,0,2.09
larsedo01,1958,NYY,AL,WS,1,0,0,2,2,0,0,9.3,9,1,6,9,0.97
maasdu01,1958,NYY,AL,WS,0,0,0,1,0,0,0,0.3,2,3,1,0,90
monroza01,1958,NYY,AL,WS,0,0,0,1,0,0,0,1,3,3,1,1,27
turlebo01,1958,NYY,AL,WS,2,1,1,4,2,1,1,16.3,10,5,7,13,2.76
donovdi01,1959,CHW,AL,WS,0,1,1,3,1,0,0,8.3,4,5,3,5,5.42
lowntu01,1959,CHW,AL,WS,0,0,0,3,0,0,0,3.3,2,0,1,3,0
moorera02,1959,CHW,AL,WS,0,0,0,1,0,0,0,1,1,1,0,1,9
piercbi02,1959,CHW,AL,WS,0,0,0,3,0,0,0,4,2,0,2,3,0
shawbo01,1959,CHW,AL,WS,1,1,0,2,2,0,0,14,17,4,2,2,2.57
stalege01,1959,CHW,AL,WS,0,1,1,4,0,0,0,8.3,8,2,0,3,2.17
wynnea01,1959,CHW,AL,WS,1,1,0,3,3,0,0,13,19,8,4,10,5.54
churnch01,1959,LAD,NL,WS,0,0,0,1,0,0,0,0.7,5,2,0,0,25.71
craigro01,1959,LAD,NL,WS,0,1,0,2,2,0,0,9.3,15,9,5,8,8.71
drysddo01,1959,LAD,NL,WS,1,0,0,1,1,0,0,7,11,1,4,5,1.29
klippjo01,1959,LAD,NL,WS,0,0,0,1,0,0,0,2,1,0,0,2,0
koufasa01,1959,LAD,NL,WS,0,1,0,2,1,0,0,9,5,1,1,7,1
labincl01,1959,LAD,NL,WS,0,0,0,1,0,0,0,1,0,0,0,1,0
podrejo01,1959,LAD,NL,WS,1,0,0,2,2,0,0,9.3,7,5,6,4,4.84
sherrla01,1959,LAD,NL,WS,2,0,2,4,0,0,0,12.7,8,1,2,5,0.71
willist02,1959,LAD,NL,WS,0,0,0,1,0,0,0,2,0,0,2,1,0
arroylu01,1960,NYY,AL,WS,0,0,0,1,0,0,0,0.7,2,1,0,1,12.86
coateji01,1960,NYY,AL,WS,0,0,0,3,0,0,0,6.3,6,4,1,3,5.71
ditmaar01,1960,NYY,AL,WS,0,2,0,2,2,0,0,1.7,6,4,1,0,21.18
durenry01,1960,NYY,AL,WS,0,0,0,2,0,0,0,4,2,1,1,5,2.25
fordwh01,1960,NYY,AL,WS,2,0,0,2,2,2,2,18,11,0,2,8,0
maasdu01,1960,NYY,AL,WS,0,0,0,1,0,0,0,2,2,1,0,1,4.5
shantbo01,1960,NYY,AL,WS,0,0,1,3,0,0,0,6.3,4,3,1,1,4.29
staffbi01,1960,NYY,AL,WS,0,0,0,2,0,0,0,6,5,1,1,2,1.5
terryra01,1960,NYY,AL,WS,0,2,0,2,1,0,0,6.7,7,4,1,5,5.37
turlebo01,1960,NYY,AL,WS,1,0,0,2,2,0,0,9.3,15,5,4,0,4.84
cheneto01,1960,PIT,NL,WS,0,0,0,3,0,0,0,4,4,2,1,6,4.5
facero01,1960,PIT,NL,WS,0,0,3,4,0,0,0,10.3,9,6,2,4,5.24
frienbo01,1960,PIT,NL,WS,0,2,0,3,2,0,0,6,13,9,3,7,13.5
gibbojo01,1960,PIT,NL,WS,0,0,0,2,0,0,0,3,4,3,1,2,9
greenfr01,1960,PIT,NL,WS,0,0,0,3,0,0,0,4,11,10,1,3,22.5
haddiha01,1960,PIT,NL,WS,2,0,0,2,1,0,0,7.3,6,2,2,6,2.47
labincl01,1960,PIT,NL,WS,0,0,0,3,0,0,0,4,13,6,1,2,13.5
lawve01,1960,PIT,NL,WS,2,0,0,3,3,0,0,18.3,22,7,3,8,3.44
mizelvi01,1960,PIT,NL,WS,0,1,0,2,1,0,0,2.3,4,4,2,1,15.65
wittge01,1960,PIT,NL,WS,0,0,0,3,0,0,0,2.7,5,0,2,1,0
brosnji01,1961,CIN,NL,WS,0,0,0,3,0,0,0,6,9,5,4,5,7.5
henrybi01,1961,CIN,NL,WS,0,0,0,2,0,0,0,2.3,4,5,2,3,19.57
huntke02,1961,CIN,NL,WS,0,0,0,1,0,0,0,1,0,0,1,1,0
jayjo01,1961,CIN,NL,WS,1,1,0,2,2,1,0,9.7,8,6,6,6,5.57
johnske02,1961,CIN,NL,WS,0,0,0,1,0,0,0,0.7,0,0,0,0,0
jonessh02,1961,CIN,NL,WS,0,0,0,1,0,0,0,0.7,0,0,0,0,0
malonji01,1961,CIN,NL,WS,0,0,0,1,0,0,0,0.7,4,2,1,1,25.71
o'tooji01,1961,CIN,NL,WS,0,2,0,2,2,0,0,12,11,4,7,4,3
purkebo01,1961,CIN,NL,WS,0,1,0,2,1,1,0,11,6,2,3,5,1.64
arroylu01,1961,NYY,AL,WS,1,0,0,2,0,0,0,4,4,1,2,3,2.25
coateji01,1961,NYY,AL,WS,0,0,1,1,0,0,0,4,1,0,1,2,0
daleybu01,1961,NYY,AL,WS,1,0,0,2,2,0,0,7,5,0,0,3,0
fordwh01,1961,NYY,AL,WS,2,0,0,2,0,1,1,14,6,0,1,7,0
staffbi01,1961,NYY,AL,WS,0,0,0,1,2,0,0,6.7,7,2,2,5,2.69
terryra01,1961,NYY,AL,WS,0,1,0,2,1,0,0,9.3,12,5,2,7,4.84
bridgma01,1962,NYY,AL,WS,0,0,0,2,0,0,0,3.7,4,2,2,3,4.86
coateji01,1962,NYY,AL,WS,0,1,0,2,0,0,0,2.7,1,2,1,3,6.67
daleybu01,1962,NYY,AL,WS,0,0,0,1,3,0,0,1,1,0,1,0,0
fordwh01,1962,NYY,AL,WS,1,1,0,3,0,1,0,19.7,24,9,4,12,4.11
staffbi01,1962,NYY,AL,WS,1,0,0,1,3,1,0,9,4,2,2,5,2
terryra01,1962,NYY,AL,WS,2,1,0,3,1,2,1,25,17,5,2,16,1.8
bolinbo01,1962,SFG,NL,WS,0,0,0,2,0,0,0,2.7,4,2,2,2,6.67
larsedo01,1962,SFG,NL,WS,1,0,0,3,0,0,0,2.3,1,1,2,0,3.91
maricju01,1962,SFG,NL,WS,0,0,0,1,1,0,0,4,2,0,2,4,0
millest01,1962,SFG,NL,WS,0,0,0,2,0,0,0,1.3,1,0,2,0,0
o'delbi01,1962,SFG,NL,WS,0,1,1,3,1,0,0,12.3,12,6,3,9,4.39
piercbi02,1962,SFG,NL,WS,1,1,0,2,2,1,0,15,8,4,2,5,2.4
sanfoja02,1962,SFG,NL,WS,1,2,0,3,3,1,1,23.3,16,5,8,19,1.93
drysddo01,1963,LAD,NL,WS,1,0,0,1,1,1,1,9,3,0,1,9,0
koufasa01,1963,LAD,NL,WS,2,0,0,2,2,2,0,18,12,3,3,23,1.5
perraro01,1963,LAD,NL,WS,0,0,1,1,0,0,0,0.7,1,0,0,1,0
podrejo01,1963,LAD,NL,WS,1,0,0,1,1,0,0,8.3,6,1,1,4,1.08
boutoji01,1963,NYY,AL,WS,0,1,0,1,1,0,0,7,4,1,5,4,1.29
downial01,1963,NYY,AL,WS,0,1,0,1,1,0,0,5,7,3,1,6,5.4
fordwh01,1963,NYY,AL,WS,0,2,0,2,2,0,0,12,10,6,3,8,4.5
hamilst01,1963,NYY,AL,WS,0,0,0,1,0,0,0,1,0,0,0,1,0
renifha01,1963,NYY,AL,WS,0,0,0,3,0,0,0,3,0,0,1,1,0
terryra01,1963,NYY,AL,WS,0,0,0,1,0,0,0,3,3,1,1,0,3
willist02,1963,NYY,AL,WS,0,0,0,1,0,0,0,3,1,0,0,5,0
boutoji01,1964,NYY,AL,WS,2,0,0,2,2,1,0,17.3,15,3,5,7,1.56
downial01,1964,NYY,AL,WS,0,1,0,3,1,0,0,7.7,9,7,2,5,8.18
fordwh01,1964,NYY,AL,WS,0,1,0,1,1,0,0,5.3,8,5,1,4,8.49
hamilst01,1964,NYY,AL,WS,0,0,1,2,0,0,0,2,3,1,0,2,4.5
mikkepe01,1964,NYY,AL,WS,0,1,0,4,0,0,0,4.7,4,3,2,4,5.74
renifha01,1964,NYY,AL,WS,0,0,0,1,0,0,0,0.3,2,0,0,0,0
sheldro01,1964,NYY,AL,WS,0,0,0,2,0,0,0,2.7,0,0,2,2,0
stottme01,1964,NYY,AL,WS,1,1,0,3,3,1,0,20,18,7,6,12,3.15
terryra01,1964,NYY,AL,WS,0,0,0,1,0,0,0,2,2,0,0,3,0
craigro01,1964,STL,NL,WS,1,0,0,2,0,0,0,5,2,0,3,9,0
gibsobo01,1964,STL,NL,WS,2,1,0,3,3,2,0,27,23,9,8,31,3
humphbo01,1964,STL,NL,WS,0,0,0,1,0,0,0,1,0,0,0,1,0
richago01,1964,STL,NL,WS,0,0,0,2,0,0,0,0.7,3,3,2,0,38.57
sadecra01,1964,STL,NL,WS,1,0,0,2,2,0,0,6.3,12,6,5,2,8.57
schulba01,1964,STL,NL,WS,0,1,1,4,0,0,0,4,9,8,3,1,18
simmocu01,1964,STL,NL,WS,0,1,0,2,2,0,0,14.3,11,4,3,8,2.52
tayloro01,1964,STL,NL,WS,0,0,1,2,0,0,0,4.7,0,0,1,2,0
breweji01,1965,LAD,NL,WS,0,0,0,1,0,0,0,2,3,1,0,1,4.5
drysddo01,1965,LAD,NL,WS,1,1,0,2,2,1,0,11.7,12,5,3,15,3.85
koufasa01,1965,LAD,NL,WS,2,1,0,3,3,2,2,24,13,1,5,29,0.38
millebo04,1965,LAD,NL,WS,0,0,0,2,0,0,0,1.3,0,0,0,0,0
osteecl01,1965,LAD,NL,WS,1,1,0,2,2,1,1,14,9,1,5,4,0.64
perraro01,1965,LAD,NL,WS,0,0,0,2,0,0,0,3.7,3,3,4,1,7.3
reedho01,1965,LAD,NL,WS,0,0,0,2,0,0,0,3.3,2,3,2,4,8.18
bosweda01,1965,MIN,AL,WS,0,0,0,1,0,0,0,2.7,3,1,2,3,3.33
grantmu01,1965,MIN,AL,WS,2,1,0,3,3,2,0,23,22,7,2,12,2.74
kaatji01,1965,MIN,AL,WS,1,2,0,3,3,1,0,14.3,18,6,2,6,3.78
klippjo01,1965,MIN,AL,WS,0,0,0,2,0,0,0,2.7,2,0,2,3,0
merriji01,1965,MIN,AL,WS,0,0,0,2,0,0,0,3.3,2,1,0,1,2.73
pascuca02,1965,MIN,AL,WS,0,1,0,1,1,0,0,5,8,3,1,0,5.4
perryji01,1965,MIN,AL,WS,0,0,0,2,0,0,0,4,5,2,2,4,4.5
pleisbi01,1965,MIN,AL,WS,0,0,0,1,0,0,0,1,2,1,0,0,9
worthal01,1965,MIN,AL,WS,0,0,0,2,0,0,0,4,2,0,2,2,0
bunkewa01,1966,BAL,AL,WS,1,0,0,1,1,1,1,9,6,0,1,6,0
drabomo01,1966,BAL,AL,WS,1,0,0,1,0,0,0,6.7,1,0,2,11,0
mcnalda01,1966,BAL,AL,WS,1,0,0,2,2,1,1,11.3,6,2,7,5,1.59
palmeji01,1966,BAL,AL,WS,1,0,0,1,1,1,1,9,4,0,3,6,0
breweji01,1966,LAD,NL,WS,0,0,0,1,1,0,0,1,0,0,0,1,0
drysddo01,1966,LAD,NL,WS,0,2,0,2,2,1,0,10,8,5,3,6,4.5
koufasa01,1966,LAD,NL,WS,0,1,0,1,1,0,0,6,6,1,2,2,1.5
millebo04,1966,LAD,NL,WS,0,0,0,1,1,0,0,3,2,0,2,1,0
moelljo01,1966,LAD,NL,WS,0,0,0,1,1,0,0,2,1,1,1,0,4.5
osteecl01,1966,LAD,NL,WS,0,1,0,1,1,0,0,7,3,1,1,3,1.29
perraro01,1966,LAD,NL,WS,0,0,0,2,2,0,0,3.3,4,2,1,2,5.45
reganph01,1966,LAD,NL,WS,0,0,0,2,2,0,0,1.7,0,0,1,2,0
bellga01,1967,BOS,AL,WS,0,1,1,3,1,0,0,5.3,8,3,1,1,5.09
brettke01,1967,BOS,AL,WS,0,0,0,2,0,0,0,1.3,0,0,1,1,0
lonboji01,1967,BOS,AL,WS,2,1,0,3,3,2,1,24,14,7,2,11,2.63
morehda01,1967,BOS,AL,WS,0,0,0,2,0,0,0,3.3,0,0,4,3,0
osinsda01,1967,BOS,AL,WS,0,0,0,2,0,0,0,1.3,2,1,0,0,6.92
santijo02,1967,BOS,AL,WS,0,2,0,3,2,0,0,9.7,16,6,3,6,5.57
stangle01,1967,BOS,AL,WS,0,0,0,1,0,0,0,2,3,0,0,0,0
stephje01,1967,BOS,AL,WS,0,0,0,1,0,0,0,2,3,2,1,0,9
waslega01,1967,BOS,AL,WS,0,0,0,2,1,0,0,8.3,4,2,2,7,2.17
wyattjo02,1967,BOS,AL,WS,1,0,0,2,0,0,0,3.7,1,2,3,1,4.86
brilene01,1967,STL,NL,WS,1,0,0,2,1,1,0,11,7,2,1,4,1.64
carltst01,1967,STL,NL,WS,0,1,0,1,1,0,0,6,3,0,2,5,0
gibsobo01,1967,STL,NL,WS,3,0,0,3,3,3,1,27,14,3,5,26,1
hoernjo01,1967,STL,NL,WS,0,0,0,2,0,0,0,0.7,4,3,1,0,38.57
hughedi01,1967,STL,NL,WS,0,1,0,2,2,0,0,9,9,5,3,7,5
jastela01,1967,STL,NL,WS,0,0,0,1,0,0,0,0.3,2,0,0,0,0
lamabja01,1967,STL,NL,WS,0,1,0,3,0,0,0,2.7,5,2,0,4,6.67
washbra01,1967,STL,NL,WS,0,0,0,2,0,0,0,2.3,1,0,1,2,0
williro01,1967,STL,NL,WS,0,0,0,3,0,0,0,1,2,3,4,1,27
woodeha01,1967,STL,NL,WS,0,0,0,1,0,0,0,1,1,0,0,0,0
dobsopa01,1968,DET,AL,WS,0,0,0,3,0,0,0,4.7,5,2,1,0,3.83
hillejo01,1968,DET,AL,WS,0,0,0,2,0,0,0,2,6,3,3,1,13.5
lashefr01,1968,DET,AL,WS,0,0,0,1,0,0,0,2,1,0,0,1,0
lolicmi01,1968,DET,AL,WS,3,0,0,3,3,3,0,27,20,5,6,21,1.67
mclaide01,1968,DET,AL,WS,1,2,0,3,3,1,0,16.7,18,6,4,13,3.23
mcmahdo02,1968,DET,AL,WS,0,0,0,2,0,0,0,2,4,3,0,1,13.5
patteda02,1968,DET,AL,WS,0,0,0,2,0,0,0,3,1,0,1,0,0
sparmjo01,1968,DET,AL,WS,0,0,0,1,0,0,0,0.3,2,2,0,0,60
wilsoea01,1968,DET,AL,WS,0,1,0,1,1,0,0,4.3,4,3,6,3,6.28
brilene01,1968,STL,NL,WS,0,1,0,2,2,0,0,11.3,13,7,4,7,5.58
carltst01,1968,STL,NL,WS,0,0,0,2,0,0,0,4,7,3,1,3,6.75
gibsobo01,1968,STL,NL,WS,2,1,0,3,3,3,1,27,18,5,4,35,1.67
grangwa01,1968,STL,NL,WS,0,0,0,1,0,0,0,2,0,0,1,1,0
hoernjo01,1968,STL,NL,WS,0,1,1,3,0,0,0,4.7,5,2,5,3,3.83
hughedi01,1968,STL,NL,WS,0,0,0,1,0,0,0,0.3,2,0,0,0,0
jastela01,1968,STL,NL,WS,0,0,0,1,0,0,0,0,2,3,1,0,
nelsome01,1968,STL,NL,WS,0,0,0,1,0,0,0,1,0,0,0,1,0
